sku,inRoqResult,isApendSku,inTip,inForecastNational,inVendorData
2346371,Y,N,Y,Y,Y
302643,N,N,N,Y,N
302805,N,N,N,Y,N
357995,N,N,N,Y,N
562474,Y,N,Y,Y,Y
602965,N,N,N,Y,N
63425,N,N,N,Y,N
658144,N,N,N,Y,N
1672380,N,N,N,Y,N
1776231,N,N,N,Y,N
2102408,Y,N,Y,Y,Y
2156418,Y,N,Y,Y,Y
2346372,Y,N,Y,Y,Y
342299,N,N,N,Y,N
532621,Y,N,Y,Y,Y
658145,N,N,N,Y,N
1672381,N,N,N,Y,N
1829486,Y,N,Y,Y,Y
2137546,N,N,N,Y,N
2201643,Y,N,Y,Y,Y
2217736,Y,N,Y,Y,Y
2251143,N,N,N,Y,N
308937,Y,N,Y,Y,Y
324524,Y,N,Y,Y,Y
341291,Y,N,Y,Y,Y
379920,N,N,N,Y,N
532622,Y,N,Y,Y,Y
60259,Y,N,Y,Y,Y
157963,N,N,N,Y,N
1672382,N,N,N,Y,N
2349209,Y,N,Y,Y,Y
302808,N,N,N,Y,N
464962,Y,N,Y,Y,Y
594201,N,N,N,Y,N
616666,N,N,N,Y,N
658147,N,N,N,Y,N
118705,N,N,N,Y,N
147217,Y,N,Y,Y,Y
1672383,N,N,N,Y,N
2212788,N,N,N,Y,N
399524,N,N,N,Y,N
658148,N,N,N,Y,N
75345,N,N,N,Y,N
133853,N,N,N,Y,N
143203,Y,N,Y,Y,Y
156623,N,N,N,Y,N
1869845,Y,N,Y,Y,Y
2251146,N,N,N,Y,N
2259553,Y,N,Y,Y,Y
2333000,Y,N,Y,Y,Y
2347924,Y,N,Y,Y,Y
443976,Y,N,Y,Y,Y
47068,N,N,N,Y,N
14704,N,N,N,Y,N
156624,N,N,N,Y,N
2221087,N,N,N,Y,N
2321987,Y,N,Y,Y,Y
2345530,Y,N,Y,Y,Y
314565,Y,N,Y,Y,Y
616669,N,N,N,Y,N
658645,N,N,N,Y,N
89207,N,N,N,Y,N
156625,N,N,N,Y,N
1803597,Y,N,Y,Y,Y
2068548,Y,N,Y,Y,Y
2148738,N,N,N,Y,N
2208669,N,N,N,Y,N
2327829,N,N,N,Y,N
362941,N,N,N,Y,N
658646,N,N,N,Y,N
1824586,Y,N,Y,Y,Y
2338404,N,N,N,Y,N
2348700,Y,N,Y,Y,Y
2349385,Y,N,Y,Y,Y
330154,N,N,N,Y,N
379926,N,N,N,Y,N
482831,N,N,N,Y,N
491408,N,N,N,Y,N
653903,Y,N,Y,Y,Y
104688,Y,N,Y,Y,Y
2319370,N,N,N,Y,N
2338406,N,N,N,Y,N
2341475,Y,N,Y,Y,Y
2348702,Y,N,Y,Y,Y
482833,N,N,N,Y,N
658649,N,N,N,Y,N
1744281,N,N,N,Y,N
2216574,N,N,N,Y,N
2270196,Y,N,Y,Y,Y
2338407,N,N,N,Y,N
2342529,Y,N,Y,Y,Y
2348992,Y,N,Y,Y,Y
482834,N,N,N,Y,N
2097280,Y,N,Y,Y,Y
2340135,N,N,N,Y,N
308216,Y,N,Y,Y,Y
11425,N,N,N,Y,N
133743,N,N,N,Y,N
149179,N,N,N,Y,N
2340136,N,N,N,Y,N
2343142,Y,N,Y,Y,Y
316074,N,N,N,Y,N
330654,N,N,N,Y,N
401934,Y,N,Y,Y,Y
482836,N,N,N,Y,N
487011,N,N,N,Y,N
593815,Y,N,Y,Y,Y
149837,N,N,N,Y,N
1668810,N,N,N,Y,N
2249643,Y,N,Y,Y,Y
2269407,Y,N,Y,Y,Y
2291231,N,N,N,Y,N
2303895,Y,N,Y,Y,Y
316075,N,N,N,Y,N
602086,Y,N,Y,Y,Y
85038,N,N,N,Y,N
1672320,N,N,N,Y,N
2249644,Y,N,Y,Y,Y
2348383,Y,N,Y,Y,Y
306770,N,N,N,Y,N
391956,N,N,N,N,N
53197,N,N,N,Y,N
92662,N,N,N,Y,N
133746,N,N,N,Y,N
149839,N,N,N,Y,N
1734647,Y,N,Y,Y,Y
316121,N,N,N,Y,N
359719,Y,N,Y,Y,Y
438243,N,N,N,Y,N
515265,N,N,N,Y,N
11924,N,N,N,Y,N
133747,N,N,N,Y,N
2249646,Y,N,Y,Y,Y
2342093,Y,N,Y,Y,Y
316122,N,N,N,Y,N
37818,Y,N,Y,Y,Y
658871,N,N,N,Y,N
133748,N,N,N,Y,N
1668814,N,N,N,Y,N
1676176,N,N,N,Y,N
1863286,Y,N,Y,Y,Y
2123961,N,N,N,Y,N
2193225,Y,N,Y,Y,Y
2328946,Y,N,Y,Y,Y
304702,N,N,N,Y,N
306773,N,N,N,Y,N
362339,N,N,N,Y,N
446921,N,N,N,Y,N
487016,N,N,N,Y,N
658872,N,N,N,Y,N
1732093,N,N,N,Y,N
2219632,Y,N,Y,Y,Y
2335129,Y,N,Y,Y,Y
316124,N,N,N,Y,N
385443,N,N,N,Y,N
534636,N,N,N,Y,N
126298,N,N,N,Y,N
152343,N,N,N,Y,N
1926882,N,N,N,Y,N
2128094,N,N,N,Y,N
2276874,N,N,N,Y,N
2334077,Y,N,Y,Y,Y
2349936,Y,N,Y,Y,Y
659152,N,N,N,Y,N
1727082,Y,N,Y,Y,Y
2276875,N,N,N,Y,N
2351664,Y,N,Y,Y,Y
398252,Y,N,Y,Y,Y
606980,Y,N,Y,Y,Y
630415,Y,N,Y,Y,Y
659153,N,N,N,Y,N
70789,N,N,N,Y,N
90930,N,N,N,Y,N
1668818,N,N,N,Y,N
1727083,Y,N,Y,Y,Y
1902439,N,N,N,Y,N
1914850,N,N,N,Y,N
1983223,Y,N,Y,Y,Y
2189396,Y,N,Y,Y,Y
2288954,Y,N,Y,Y,Y
2335960,Y,N,Y,Y,Y
2351665,Y,N,Y,Y,Y
306777,N,N,N,Y,N
90931,N,N,N,Y,N
1668819,N,N,N,Y,N
2249039,Y,N,Y,Y,Y
2260946,Y,N,Y,Y,Y
2321155,Y,N,Y,Y,Y
2351666,N,N,N,Y,N
1668991,N,N,N,Y,N
1975657,Y,N,Y,Y,Y
2340975,N,N,N,Y,N
2341866,N,N,N,Y,N
2346492,Y,N,Y,Y,Y
306823,N,N,N,Y,N
318244,Y,N,Y,Y,Y
37383,N,N,N,Y,N
38931,N,N,N,Y,N
452218,N,N,N,Y,N
516497,N,N,N,Y,N
640552,N,N,N,Y,N
1668992,N,N,N,Y,N
1975658,N,N,N,Y,N
2017821,N,N,N,Y,N
2054965,N,N,N,Y,N
2108046,N,N,N,Y,N
2219638,N,N,N,Y,N
2304723,Y,N,Y,Y,Y
2343982,Y,N,Y,Y,Y
2348437,Y,N,Y,Y,Y
2350821,Y,N,Y,Y,Y
2351668,Y,N,Y,Y,Y
322529,Y,N,Y,Y,Y
342464,N,N,N,Y,N
38932,N,N,N,Y,N
49011,N,N,N,Y,N
545667,N,N,N,N,N
608928,Y,N,Y,Y,Y
659157,N,N,N,Y,N
1823972,Y,N,Y,Y,Y
1848029,Y,N,Y,Y,Y
2156422,Y,N,Y,Y,Y
2346494,Y,N,Y,Y,Y
2346818,Y,N,Y,Y,Y
2348438,Y,N,Y,Y,Y
306825,N,N,N,Y,N
358602,N,N,N,Y,N
360780,N,N,N,Y,N
37385,Y,N,Y,Y,Y
39662,Y,N,Y,Y,Y
452715,Y,N,Y,Y,Y
659158,N,N,N,Y,N
1789323,N,N,N,Y,N
1930398,Y,N,Y,Y,Y
2127911,Y,N,Y,Y,Y
2219522,Y,N,Y,Y,Y
2288508,Y,N,Y,Y,Y
39663,Y,N,Y,Y,Y
602971,N,N,N,Y,N
658150,N,N,N,Y,N
147338,Y,N,Y,Y,Y
1847022,Y,N,Y,Y,Y
1914856,Y,N,Y,Y,Y
2288509,Y,N,Y,Y,Y
2336244,Y,N,Y,Y,Y
2342599,Y,N,Y,Y,Y
2344425,N,N,N,Y,N
2346702,Y,N,Y,Y,Y
37387,Y,N,Y,Y,Y
39664,Y,N,Y,Y,Y
520711,N,N,N,Y,N
157473,N,N,N,Y,N
1668707,Y,N,Y,Y,Y
1789325,N,N,N,Y,N
1917863,N,N,N,Y,N
2168297,Y,N,Y,Y,Y
307890,N,N,N,Y,N
316016,N,N,N,Y,N
84377,N,N,N,Y,N
